# golden-reach ledger — golden-only tier, one scoped run per golden test, measured at commit e857ec1b00e3 over 183 golden tests
rank	key	region	unreached_sites	unreached_regions	regions	witnesses	outside	sites	note
320	media-type-example	bodies-media	0	0	18	apache.org,apache.org-airflow,apideck.com-proxy,apideck.com-vault,buildrelay,chaingateway-io,dnd5eapi.co,eozilla,etsi.local-mec010-2_apppkgmgmt,frankfurter,helixdb-http-api,komga,letta,ndw-accessibility-map,nextgen,openbankingproject-ch-kundenbeziehung,openlinksw-osdb,sac-backend,sftpgo,short-io,tamoss,vtex-pricing,webflow-v2,xero.com-xero-payroll-au,zulip,zulip-jentic,zulip-jentic-entry	atlassian.com-jira,conjur.local	src/ir.rs::media_example=12/12 ; src/ir.rs::build_endpoint[body_media_has_example: ]=6/6	-
321	media-type-key-parameters	bodies-media	0	0	25	openbanking.org.uk-account-info-openapi,sftpgo,vtex-pricing	-	src/ir.rs::is_json_like_media_type=12/12 ; src/ir.rs::is_text_response_media=13/13	-
322	media-type-malformed-key	bodies-media	0	0	12	anchore.io,eozilla,free5gc-pdu-session	-	src/ir.rs::has_dispatchable_media=12/12	-
323	media-type-range	bodies-media	0	0	77	api-openverse-org,audiobookshelf,komga,sftpgo,torrentarr	-	src/ir.rs::resolve_request_body[\.find\(\x7c\(media_type\x2c media\)\x7c \{]=9/9 ; src/ir.rs::is_binary_response=36/36 ; src/ir.rs::has_binary_schema_response=32/32	-
324	media-type-schema	bodies-media	0	0	73	6-dot-authentiqio.appspot.com,adyen-capital,adyen-managed-risk-notification,adyen-report-notification,agco-ats,airbyte.local-config,alma-france,amazonaws.com-cloudformation,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,apache.org-qakka,api-openverse-org,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,apivideo-android-uploader,appwrite.io-client,appwrite.io-server,audience-filter,audience-filter-strict,audiobookshelf,auth-schemes,auto-agent-protocol,aws-importexport,basic-auth,billie,billie-entry,bintable.com,blackadi-oauth2,bracketed-property-names,braintrust-dev,buildrelay,bungie.net,bunq.com,byautomata.io,chaingateway-io,client-class-name,color.pizza,cookie-parameters,cradl,crozier-sdk-extensions,cyclonedx-transparency-exchange,daniweb-connect,deepsearch-ds-v2,digit-leading-property,discord-com,discourse.local,discriminated-unions,dnd5eapi.co,electric-sql,enum-name-sanitization,enum-query-param,enum-receiver-collision,eos.local,eos.local-extra-fields-forbid,eozilla,error-responses,etsi.local-mec010-2_apppkgmgmt,exa-gate,exhaustive,fergus,flowdapt,folio-mod-authtoken,form-bodies,frankfurter,free5gc-namf-communication,free5gc-pdu-session,gambitcomm.local-mimic,googleapis-servicebroker,groupe-psa,helios-verifiable-api,helixdb-http-api,http-toolkit,hubspot-events,inline-array-request,inline-request-response,integer-enums,k8s-container-service-provider,khoainats,komga,kytos-sdntrace-cp,letta,listennotes,livepeer-ai-runner,loris-dataquery,maif.local-otoroshi,malformed-property-schema,marimo,med-anvisa-price,microcks.local,mindee-ocr,missing-operation-id,mosip-esignet,ndw-accessibility-map,nested-core-imports,netbox.dev,nexmo-messages,nextgen,nimisampo,oauth-client-credentials,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openfigi.com,openintegrationhub-secret-service,openlinksw-osdb,operation-id-non-identifier,osparc-simcore-webserver,outreach,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,portfoliooptimizer.io,prometheus-x-edge-computing,pydantic-extra-fields,query-parameters-openapi,raybot,recursive-types,redhat.com-catalog_inventory,redocly.com-museum,reverb.com,sac-backend,schema-constraints,servers-webhooks,sftpgo,short-io,sigstore-rekor,skool,skool-entry,slurmdb-rest,spendesk,squareup.com,steaminputdb,strapi-rest-api,svix-webhooks,swagger-petstore,tag-based-grouping,tally,tamoss,thrivecart,timelyapp,timelyapp-entry,tlon-notes,torrentarr,traccar.org,truefoundry-trueforge,truefoundry-trueforge-5adde28,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,volview-backend-contract,vtex-pricing,webflow-v2,withsecure-gdpr-subject-rights,worldcoin-signup-sequencer,writeonly-fields,xero.com-xero-payroll-au,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,atlassian.com-jira,axesso.de,bbci.co.uk,box.com,canada-holidays.ca,codesearch.debian.net,conjur.local,corrently.io,esgenterprise.com,etherpad.local,github.com,gov.bc.ca-news,groundhog-day.com	src/openapi.rs::media_schemas=9/9 ; src/ir.rs::success_response_schema=23/23 ; src/ir.rs::response_schema=41/41	-
325	media-type-suffix-xml	bodies-media	0	0	0	color.pizza,traccar.org	atlassian.com-jira	none	-
326	min-items	schemas	0	0	0	amazonaws.com-cloudformation,amazonaws.com-cloudfront,apache.org,apache.org-airflow,apideck.com-accounting,apis.guru,auto-agent-protocol,braintrust-dev,cradl,cyclonedx-transparency-exchange,discord-com,discourse.local,eozilla,etsi.local-mec010-2_apppkgmgmt,exa-gate,free5gc-namf-communication,free5gc-pdu-session,groupe-psa,helixdb-http-api,k8s-container-service-provider,komga,letta,marimo,mosip-esignet,ndw-accessibility-map,openbanking.org.uk-account-info-openapi,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openfigi.com,osparc-simcore-webserver,paloalto-remote-networks,paypal-catalog-products,portfoliooptimizer.io,schema-constraints,sftpgo,short-io,sigstore-rekor,svix-webhooks,tally,tamoss,truefoundry-trueforge,truefoundry-trueforge-5adde28,volview-backend-contract,webflow-v2,worldcoin-signup-sequencer,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	atlassian.com-jira,bbci.co.uk,box.com,github.com	none	-
327	min-length	schemas	0	0	21	adyen-capital,amazonaws.com-cloudformation,amazonaws.com-cloudfront,apache.org,apache.org-airflow,apideck.com-accounting,apideck.com-ats,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-sms,apis.guru,auto-agent-protocol,braintrust-dev,buildrelay,cradl,cyberark-conjur-api,deepsearch-ds-v2,discord-com,eozilla,fergus,free5gc-namf-communication,helixdb-http-api,k8s-container-service-provider,komga,letta,mosip-esignet,netbox.dev,nexmo-messages,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,openepcis-dpp-ready,osparc-simcore-webserver,paloalto-remote-networks,paypal-catalog-products,sac-backend,schema-constraints,sftpgo,squareup.com,steaminputdb,svix-webhooks,timelyapp,timelyapp-entry,truefoundry-trueforge,truefoundry-trueforge-5adde28,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,volview-backend-contract,webflow-v2,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,atlassian.com-jira,bbci.co.uk,box.com,calorieninjas.com,conjur.local,github.com	src/ir.rs::query_parameter_example=8/8 ; src/ir.rs::resolve_request_body[\.is_some_and\(\x7cproperty\x7c \{]=13/13	-
328	min-properties	schemas	0	0	0	amazonaws.com-cloudformation,apis.guru,cradl,discord-com,fergus,free5gc-pdu-session,helixdb-http-api,openbanking.org.uk-account-info-openapi,sftpgo,webflow-v2	atlassian.com-jira	none	-
329	minimum	schemas	0	0	0	adyen-capital,agco-ats,amazonaws.com-cloudformation,apache.org,apache.org-airflow,api-openverse-org,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,audiobookshelf,auto-agent-protocol,braintrust-dev,cradl,cyberark-conjur-api,cyclonedx-transparency-exchange,daniweb-connect,deepsearch-ds-v2,discord-com,dnd5eapi.co,electric-sql,eozilla,exa-gate,fergus,frankfurter,free5gc-namf-communication,free5gc-pdu-session,groupe-psa,helixdb-http-api,k8s-container-service-provider,kytos-sdntrace-cp,letta,mosip-esignet,ndw-accessibility-map,netbox.dev,nexmo-messages,openbanking-brasil-directory,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openlinksw-osdb,osparc-simcore-webserver,paloalto-remote-networks,paypal-catalog-products,portfoliooptimizer.io,raybot,redhat.com-catalog_inventory,sac-backend,schema-constraints,sftpgo,short-io,sigstore-rekor,squareup.com,steaminputdb,strapi-rest-api,svix-webhooks,tally,tamoss,timelyapp,timelyapp-entry,truefoundry-trueforge,truefoundry-trueforge-5adde28,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,volview-backend-contract,webflow-v2,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,bbci.co.uk,box.com,canada-holidays.ca,github.com,groundhog-day.com	none	-
330	multi-tagged-operation	document-paths	0	0	9	6-dot-authentiqio.appspot.com,airbyte.local-config,apache.org,apache.org-airflow,apicurio.local-registry,bungie.net,discourse.local,eozilla,komga,letta,mosip-esignet,osparc-simcore-webserver,short-io,steaminputdb,strapi-rest-api,webflow-v2,withsecure-gdpr-subject-rights	corrently.io	src/ir.rs::first_tag=9/9	-
331	nesting-depth-ge-15	schemas	0	0	34	6-dot-authentiqio.appspot.com,adyen-capital,adyen-managed-risk-notification,adyen-report-notification,agco-ats,airbyte.local-config,alma-france,amazonaws.com-cloudformation,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,apache.org-qakka,api-openverse-org,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,apivideo-android-uploader,appwrite.io-client,appwrite.io-server,audience-filter,audience-filter-strict,audiobookshelf,auth-schemes,auto-agent-protocol,aws-importexport,billie,billie-entry,bintable.com,blackadi-oauth2,bracketed-property-names,braintrust-dev,buildrelay,bungie.net,bunq.com,byautomata.io,chaingateway-io,client-class-name,color.pizza,cookie-parameters,cradl,crozier-sdk-extensions,cyclonedx-transparency-exchange,daniweb-connect,deepsearch-ds-v2,digit-leading-property,discord-com,discourse.local,discriminated-unions,dnd5eapi.co,electric-sql,enum-name-sanitization,enum-query-param,enum-receiver-collision,eos.local,eos.local-extra-fields-forbid,eozilla,error-responses,etsi.local-mec010-2_apppkgmgmt,exa-gate,exhaustive,fergus,flowdapt,folio-mod-authtoken,form-bodies,frankfurter,free5gc-namf-communication,free5gc-pdu-session,gambitcomm.local-mimic,googleapis-servicebroker,groupe-psa,helios-verifiable-api,helixdb-http-api,http-toolkit,hubspot-events,inline-array-request,inline-request-response,integer-enums,k8s-container-service-provider,khoainats,komga,kytos-sdntrace-cp,letta,listennotes,livepeer-ai-runner,loris-dataquery,maif.local-otoroshi,malformed-property-schema,marimo,med-anvisa-price,microcks.local,mindee-ocr,mosip-esignet,ndw-accessibility-map,nested-core-imports,netbox.dev,nexmo-messages,nextgen,nimisampo,oauth-client-credentials,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openfigi.com,openintegrationhub-secret-service,openlinksw-osdb,operation-id-non-identifier,osparc-simcore-webserver,outreach,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,portfoliooptimizer.io,prometheus-x-edge-computing,pydantic-extra-fields,query-parameters-openapi,raybot,recursive-types,redhat.com-catalog_inventory,redocly.com-museum,reverb.com,sac-backend,schema-constraints,servers-webhooks,sftpgo,short-io,sigstore-rekor,skool,skool-entry,slurmdb-rest,spendesk,squareup.com,sse-streaming,steaminputdb,strapi-rest-api,svix-webhooks,swagger-petstore,tag-based-grouping,tally,tamoss,thrivecart,timelyapp,timelyapp-entry,tlon-notes,torrentarr,traccar.org,truefoundry-trueforge,truefoundry-trueforge-5adde28,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,volview-backend-contract,vtex-pricing,webflow-v2,withsecure-gdpr-subject-rights,worldcoin-signup-sequencer,writeonly-fields,xero.com-xero-payroll-au,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,atlassian.com-jira,axesso.de,bbci.co.uk,box.com,canada-holidays.ca,codesearch.debian.net,conjur.local,corrently.io,esgenterprise.com,etherpad.local,github.com,gov.bc.ca-news,groundhog-day.com	src/ir.rs::InlineHoister::prop_type_ref[if prop_schema\.reference\.is_none\(\) && is_inline_struct\(prop_schema\) \{]=9/9 ; src/ir.rs::Builder::field_type_ref[if is_inline_struct\(prop_schema\)$]=20/20 ; src/naming.rs::child_class_name=5/5	-
332	not	schemas	0	0	0	free5gc-namf-communication,tamoss	-	none	-
333	not-nested-composition	schemas	0	0	0	free5gc-namf-communication,tamoss	-	none	-
334	nullable	schemas	0	0	73	anchore.io,apache.org,apache.org-airflow,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apivideo-android-uploader,audiobookshelf,braintrust-dev,buildrelay,cradl,eozilla,exhaustive,free5gc-namf-communication,free5gc-pdu-session,letta,marimo,mosip-esignet,ndw-accessibility-map,netbox.dev,nimisampo,openbanking-brasil-directory,openfigi.com,raybot,redhat.com-catalog_inventory,sac-backend,sftpgo,short-io,strapi-rest-api,svix-webhooks,tally,timelyapp,timelyapp-entry,tlon-notes,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,vtex-pricing,webflow-v2,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,asana.com,atlassian.com-jira,bbci.co.uk,box.com,github.com,groundhog-day.com	src/openapi.rs::Schema::explicitly_nullable=26/26 ; src/openapi.rs::normalize_nullable_schema_refs=36/36 ; src/ir.rs::InlineHoister::hoist_union_variant[return if variant\.nullable == Some\(true\) \{]=2/2 ; src/ir.rs::nullable_member=7/7 ; src/ir.rs::Builder::variant_ref[if variant\.reference\.is_none\(\) && variant\.nullable == Some\(true\)]=1/1 ; src/ir.rs::base_type_ref[if i\.nullable == Some\(true\) \{]=1/1	-
335	oauthflow-authorizationurl	security	0	0	0	bungie.net,daniweb-connect,discord-com,fergus,googleapis-servicebroker,hubspot-events,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,outreach,spendesk,squareup.com,thrivecart,timelyapp,timelyapp-entry,webflow-v2,xero.com-xero-payroll-au	asana.com,atlassian.com-jira,box.com	none	-
336	oauthflow-refreshurl	security	0	0	0	discord-com,microcks.local	-	none	-
337	oauthflow-tokenurl	security	0	0	0	auth-schemes,bungie.net,cradl,daniweb-connect,discord-com,fergus,free5gc-namf-communication,free5gc-pdu-session,googleapis-servicebroker,hubspot-events,microcks.local,oauth-client-credentials,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,outreach,paypal-catalog-products,reverb.com,spendesk,squareup.com,thrivecart,timelyapp,timelyapp-entry,webflow-v2,xero.com-xero-payroll-au	asana.com,atlassian.com-jira,box.com	none	-
338	oneof-allof-variant	schemas	0	0	18	discord-com,exhaustive,nexmo-messages,zulip,zulip-jentic,zulip-jentic-entry	-	src/ir.rs::InlineHoister::hoist_union_variant[^ {8}\{$]=11/11 ; src/ir.rs::is_inline_object=7/7	-
339	oneof-inline-object-variant	schemas	0	0	18	audiobookshelf,auto-agent-protocol,braintrust-dev,cradl,dnd5eapi.co,electric-sql,helios-verifiable-api,helixdb-http-api,letta,mosip-esignet,nexmo-messages,paloalto-remote-networks,portfoliooptimizer.io,sigstore-rekor,tamoss,tlon-notes,truefoundry-trueforge,truefoundry-trueforge-5adde28,volview-backend-contract,webflow-v2,worldcoin-signup-sequencer,zulip,zulip-jentic,zulip-jentic-entry	bbci.co.uk,github.com	src/ir.rs::InlineHoister::hoist_union_variant[^ {8}\{$]=11/11 ; src/ir.rs::is_inline_object=7/7	-
340	oneof-ref-variant	schemas	0	0	7	apideck.com-webhook,audiobookshelf,braintrust-dev,deepsearch-ds-v2,discord-com,discriminated-unions,dnd5eapi.co,eozilla,flowdapt,helios-verifiable-api,helixdb-http-api,komga,letta,listennotes,maif.local-otoroshi,microcks.local,nexmo-messages,openepcis-dpp-ready,openfigi.com,openintegrationhub-secret-service,osparc-simcore-webserver,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,query-parameters-openapi,raybot,recursive-types,sftpgo,steaminputdb,tally,tamoss,tlon-notes,truefoundry-trueforge,truefoundry-trueforge-5adde28,volview-backend-contract,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	atlassian.com-jira,box.com,github.com	src/ir.rs::InlineHoister::hoist_union_variant[if let Some\(reference\) = &variant.reference \{]=6/6 ; src/ir.rs::Builder::variant_ref[if let Some\(reference\) = &variant.reference \{]=1/1	-
341	oneof-string-enum-variant	schemas	0	0	75	groupe-psa,helixdb-http-api,zulip	github.com	src/ir.rs::InlineHoister::hoist_union_variant[if let Some\(values\) = string_enum_values\(variant\) \{]=15/15 ; src/ir.rs::Builder::variant_ref[if let Some\(values\) = string_enum_values\(variant\) \{]=15/15 ; src/ir.rs::string_enum_values=45/45	-
342	openapi-version-3.0.0	oas31-extensions	0	0	0	6-dot-authentiqio.appspot.com,agco-ats,airbyte.local-config,alma-france,amazonaws.com-cloudformation,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,apache.org-qakka,api-openverse-org,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,apivideo-android-uploader,appwrite.io-client,appwrite.io-server,audience-filter,audience-filter-strict,audiobookshelf,auth-schemes,aws-importexport,basic-auth,billie,billie-entry,bintable.com,blackadi-oauth2,bracketed-property-names,braintrust-dev,buildrelay,bungie.net,bunq.com,byautomata.io,chaingateway-io,client-class-name,color.pizza,cookie-parameters,cradl,daniweb-connect,descope-authzcache,digit-leading-property,discriminated-unions,dnd5eapi.co,enum-name-sanitization,enum-query-param,enum-receiver-collision,eos.local,eos.local-extra-fields-forbid,eozilla,error-responses,etsi.local-mec010-2_apppkgmgmt,exhaustive,fergus,flowdapt,folio-mod-authtoken,form-bodies,free5gc-namf-communication,free5gc-pdu-session,gambitcomm.local-mimic,go-kratos-casbin-admin,googleapis-servicebroker,groupe-psa,helios-verifiable-api,http-toolkit,hubspot-events,inline-array-request,inline-request-response,integer-enums,k8s-container-service-provider,khoainats,kytos-sdntrace-cp,loris-dataquery,maif.local-otoroshi,med-anvisa-price,microcks.local,mindee-ocr,missing-operation-id,ndw-accessibility-map,nested-core-imports,netbox.dev,nexmo-messages,nextgen,nimisampo,oauth-client-credentials,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,openfigi.com,openintegrationhub-secret-service,openlinksw-osdb,operation-id-non-identifier,outreach,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,portfoliooptimizer.io,prometheus-x-edge-computing,pydantic-extra-fields,query-parameters-openapi,raybot,recursive-types,redhat.com-catalog_inventory,reverb.com,sac-backend,schema-constraints,sftpgo,short-io,sigstore-rekor,skool,skool-entry,slurmdb-rest,spendesk,squareup.com,sse-streaming,strapi-rest-api,svix-webhooks,swagger-petstore,tag-based-grouping,tally,thrivecart,timelyapp,timelyapp-entry,torrentarr,traccar.org,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,vtex-pricing,withsecure-gdpr-subject-rights,writeonly-fields,xero.com-xero-payroll-au,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,atlassian.com-jira,axesso.de,bbci.co.uk,box.com,calorieninjas.com,canada-holidays.ca,codesearch.debian.net,conjur.local,corrently.io,esgenterprise.com,etherpad.local,github.com,gov.bc.ca-news,groundhog-day.com	none	a 3.0 document takes crozier's default path: every version-conditional arm in `src/` is a 3.1 arm, and `src/openapi.rs::load`'s non-3 arm is a rejection
343	openapi-version-3.0.1	oas31-extensions	0	0	0	6-dot-authentiqio.appspot.com,agco-ats,airbyte.local-config,alma-france,amazonaws.com-cloudformation,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,apache.org-qakka,api-openverse-org,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,apivideo-android-uploader,appwrite.io-client,appwrite.io-server,audience-filter,audience-filter-strict,audiobookshelf,auth-schemes,aws-importexport,basic-auth,billie,billie-entry,bintable.com,blackadi-oauth2,bracketed-property-names,braintrust-dev,buildrelay,bungie.net,bunq.com,byautomata.io,chaingateway-io,client-class-name,color.pizza,cookie-parameters,cradl,daniweb-connect,descope-authzcache,digit-leading-property,discriminated-unions,dnd5eapi.co,enum-name-sanitization,enum-query-param,enum-receiver-collision,eos.local,eos.local-extra-fields-forbid,eozilla,error-responses,etsi.local-mec010-2_apppkgmgmt,exhaustive,fergus,flowdapt,folio-mod-authtoken,form-bodies,free5gc-namf-communication,free5gc-pdu-session,gambitcomm.local-mimic,go-kratos-casbin-admin,googleapis-servicebroker,groupe-psa,helios-verifiable-api,http-toolkit,hubspot-events,inline-array-request,inline-request-response,integer-enums,k8s-container-service-provider,khoainats,kytos-sdntrace-cp,loris-dataquery,maif.local-otoroshi,med-anvisa-price,microcks.local,mindee-ocr,missing-operation-id,ndw-accessibility-map,nested-core-imports,netbox.dev,nexmo-messages,nextgen,nimisampo,oauth-client-credentials,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,openfigi.com,openintegrationhub-secret-service,openlinksw-osdb,operation-id-non-identifier,outreach,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,portfoliooptimizer.io,prometheus-x-edge-computing,pydantic-extra-fields,query-parameters-openapi,raybot,recursive-types,redhat.com-catalog_inventory,reverb.com,sac-backend,schema-constraints,sftpgo,short-io,sigstore-rekor,skool,skool-entry,slurmdb-rest,spendesk,squareup.com,sse-streaming,strapi-rest-api,svix-webhooks,swagger-petstore,tag-based-grouping,tally,thrivecart,timelyapp,timelyapp-entry,torrentarr,traccar.org,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,vtex-pricing,withsecure-gdpr-subject-rights,writeonly-fields,xero.com-xero-payroll-au,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,atlassian.com-jira,axesso.de,bbci.co.uk,box.com,calorieninjas.com,canada-holidays.ca,codesearch.debian.net,conjur.local,corrently.io,esgenterprise.com,etherpad.local,github.com,gov.bc.ca-news,groundhog-day.com	none	a 3.0 document takes crozier's default path: every version-conditional arm in `src/` is a 3.1 arm, and `src/openapi.rs::load`'s non-3 arm is a rejection
344	openapi-version-3.0.2	oas31-extensions	0	0	0	6-dot-authentiqio.appspot.com,agco-ats,airbyte.local-config,alma-france,amazonaws.com-cloudformation,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,apache.org-qakka,api-openverse-org,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,apivideo-android-uploader,appwrite.io-client,appwrite.io-server,audience-filter,audience-filter-strict,audiobookshelf,auth-schemes,aws-importexport,basic-auth,billie,billie-entry,bintable.com,blackadi-oauth2,bracketed-property-names,braintrust-dev,buildrelay,bungie.net,bunq.com,byautomata.io,chaingateway-io,client-class-name,color.pizza,cookie-parameters,cradl,daniweb-connect,descope-authzcache,digit-leading-property,discriminated-unions,dnd5eapi.co,enum-name-sanitization,enum-query-param,enum-receiver-collision,eos.local,eos.local-extra-fields-forbid,eozilla,error-responses,etsi.local-mec010-2_apppkgmgmt,exhaustive,fergus,flowdapt,folio-mod-authtoken,form-bodies,free5gc-namf-communication,free5gc-pdu-session,gambitcomm.local-mimic,go-kratos-casbin-admin,googleapis-servicebroker,groupe-psa,helios-verifiable-api,http-toolkit,hubspot-events,inline-array-request,inline-request-response,integer-enums,k8s-container-service-provider,khoainats,kytos-sdntrace-cp,loris-dataquery,maif.local-otoroshi,med-anvisa-price,microcks.local,mindee-ocr,missing-operation-id,ndw-accessibility-map,nested-core-imports,netbox.dev,nexmo-messages,nextgen,nimisampo,oauth-client-credentials,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,openfigi.com,openintegrationhub-secret-service,openlinksw-osdb,operation-id-non-identifier,outreach,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,portfoliooptimizer.io,prometheus-x-edge-computing,pydantic-extra-fields,query-parameters-openapi,raybot,recursive-types,redhat.com-catalog_inventory,reverb.com,sac-backend,schema-constraints,sftpgo,short-io,sigstore-rekor,skool,skool-entry,slurmdb-rest,spendesk,squareup.com,sse-streaming,strapi-rest-api,svix-webhooks,swagger-petstore,tag-based-grouping,tally,thrivecart,timelyapp,timelyapp-entry,torrentarr,traccar.org,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,vtex-pricing,withsecure-gdpr-subject-rights,writeonly-fields,xero.com-xero-payroll-au,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,atlassian.com-jira,axesso.de,bbci.co.uk,box.com,calorieninjas.com,canada-holidays.ca,codesearch.debian.net,conjur.local,corrently.io,esgenterprise.com,etherpad.local,github.com,gov.bc.ca-news,groundhog-day.com	none	a 3.0 document takes crozier's default path: every version-conditional arm in `src/` is a 3.1 arm, and `src/openapi.rs::load`'s non-3 arm is a rejection
